1255WGS15A1	0.579703005867549
1255WGS15A11	-0.429075504170661
1255WGS15A12	-0.0730301380113307
1255WGS15A2	-0.139216612767847
1255WGS15A6	-0.273818020599513
1255WGS15A7	-0.154594077073376
1255WGS15A9	-0.176814315192306
1255WGS15B11	-0.0451138920920609
1255WGS15B12	-0.0877362906816568
1255WGS15B4	-0.0559828646112547
1255WGS15B5	-0.393822430914192
1255WGS15B6	-0.261453211869131
1255WGS15B7	-0.0669432550883216
1255WGS15B8	-0.18078346978077
1255WGS15B9	0.33210665500008
1255WGS15C11	-0.361909094128716
1255WGS15C12	-0.489760232778639
1255WGS15C2	-0.0739062614635206
1255WGS15C3	-0.24124186484796
1255WGS15C4	0.876016411339756
1255WGS15C5	-0.484200970783914
1255WGS15C6	-0.290469083019093
1255WGS15C7	0.99711043204052
1255WGS15C8	0.138682910959962
1255WGS15D1	0.852229430696203
1255WGS15D10	-0.219994583457736
1255WGS15D2	-0.345067190362729
1255WGS15D3	-0.219549989118605
1255WGS15D4	0.432629393171309
1255WGS15D6	-0.0557989182986757
1255WGS15D7	0.576901658796084
1255WGS15D8	-0.17645499296956
1255WGS15D9	-0.229276364518853
1255WGS15E10	-0.181483298128697
1255WGS15E11	-0.114402829887282
1255WGS15E2	0.115736105140557
1255WGS15E3	-0.484568904626021
1255WGS15E4	-0.175830236274238
1255WGS15E6	-0.33379321476855
1255WGS15F1	-0.220906265137713
1255WGS15F11	-0.360112082936051
1255WGS15F2	0.219833577771652
1255WGS15F3	-0.02543563340346
1255WGS15F5	-0.385797136832099
1255WGS15F7	-0.140639147476773
1255WGS15F8	0.570925614128314
1255WGS15F9	-0.170074988422765
1255WGS15G11	-0.139008762388562
1255WGS15G12	-0.386964838516405
1255WGS15G5	-0.368152223453678
1255WGS15G7	0.32509712160052
1255WGS15G8	-0.276953618703508
1255WGS15G9	0.172893396956909
1255WGS15H10	-0.519190793248296
1255WGS15H8	0.924447890178996
1255WGS15H9	-0.384393586878058
1255WGS16A10	-0.137908284254942
1255WGS16A11	-0.36663569802152
1255WGS16A2	-0.318807864017087
1255WGS16A4	0.320780070469998
1255WGS16A5	-0.157145028434516
1255WGS16A6	0.45916184647672
1255WGS16A7	-0.42695522822299
1255WGS16A9	-0.142514170014048
1255WGS16B1	-0.0911262252231056
1255WGS16B10	-0.149515559674071
1255WGS16B4	-0.159767822060019
1255WGS16B7	-0.418282091714448
